37.296121,126.990583,A44071902
37.294945,126.992281,A44071906
37.30474,37.30474,A44084005
37.290435,126.997587,A44072212
37.304659,126.995713,A44084002
37.30041,126.993458,A44070707
37.290823,126.990192,A44072102
37.2935,126.997057,A44072211
37.292342,126.990639,A44072110
37.293319,126.993154,A44072108
37.301118,126.995855,A44070703
37.296098,126.997772,A44072111
37.300512,126.985787,A44072806
37.298747,126.995814,A44072003
37.305377,126.989866,A10022677
37.297717,126.992529,A10022938
37.294236,126.990346,A44071901
37.293933,126.989314,A44071909
37.291425,126.988955,A44084206
37.29825,126.993527,A44072010
37.292619,126.985514,A44073307
37.289998,126.994661,A10024170
37.293446,127.004799,A10027415
37.294995,126.996109,A44072209
37.292443,126.994101,A44072107
37.314134,126.981327,A44070602
37.312636,126.984216,A44070601
37.300177,126.964387,A44082703
37.299663,126.967167,A44072611
37.304394,126.96608,A44073805
37.299123,126.966873,A44082602
37.297897,126.965556,A10026691
37.306262,126.968523,A44072412
37.292247,126.969098,A44070506
37.305431,126.96629,A44072414
37.304468,126.967049,A44072413
37.306447,126.966455,A44072408
37.294831,126.969085,A44070509
37.296891,126.96699,A44073707
37.291289,127.011907,A44081901
37.28921,127.008021,A44081601
37.300452,127.031241,A44080703
37.2985,127.029487,A44080701
37.294242,127.03209,A10023204
37.297242,127.006832,A10027135
37.296053,127.007248,A44021003
37.301209,127.004949,A44080402
37.307207,127.004816,A44021001
37.309737,127.045312,A10027083
37.285261,127.050605,A44376013
37.28772,127.050707,A44376009
37.306717,127.046461,A44376006
37.307189,127.043713,A44376005
37.290801,127.050537,A10028125
37.311009,127.038276,A10027106
37.29497,127.036885,A10026277
37.306389,127.049617,A44376004
37.304806,127.048892,A44376002
37.29248,127.058952,A44376007
37.287418,127.048334,A44376010
37.291254,127.061321,A44376008
37.284941,127.054397,A44376011
37.308149,127.049486,A10027033
37.28375,127.053139,A44376015
37.291938,127.048366,A10027814
37.303461,127.050026,A10027037
37.307385,127.04079,A44376016
37.289152,127.059081,A44376014
37.302283,127.039433,A10027910
37.291811,127.054673,A44376012
37.306913,127.052963,A44376003
37.274003,127.061189,A10026001
37.279633,127.04991,A10025537
37.272965,127.056779,A44377204
37.277719,127.059314,A44377201
37.266488,127.067608,A44382201
37.264601,127.062843,A44382202
37.268272,127.060169,A44382404
37.273337,127.05688,A10022894
37.263284,127.066815,A10023155
37.275201,127.046432,A10022659
37.280517,127.049981,A10024458
37.271481,127.06182,A10026076
37.282526,127.057466,A10025483
37.277203,127.046613,A44382103
37.249746,127.07167,A44347009
37.259507,127.076711,A44347005
37.24928,127.063749,A44347012
37.266007,127.083712,A44347015
37.265172,127.075761,A44678714
37.266191,127.071302,A44347001
37.252153,127.067144,A44347007
37.247906,127.070192,A44347022
37.249593,127.067804,A44347011
37.250968,127.065327,A44347013
37.250557,127.061572,A44347008
37.250557,127.061572,A44347017
37.244627,127.066268,A44378001
37.247853,127.059203,A44347025
37.247607,127.065588,A44347023
37.258004,127.079391,A44347016
37.255026,127.079427,A44347010
37.251106,127.069329,A44347003
37.257709,127.074952,A44347021
37.265793,127.080029,A44347020
37.268135,127.083977,A44347018
37.252224,127.063273,A44372702
37.245907,127.068168,A44347027
37.263248,127.082981,A44347014
37.262911,127.079625,A44347026
37.25438,127.065507,A44347024
37.256222,127.077767,A44347006
37.259499,127.0767,A44347004
37.255016,127.075612,A44347002
37.244397,127.063585,A10026903
37.247262,127.062354,A44347019
37.268138,127.05565,A44380701
37.27117,127.039718,A44371004
37.265922,127.050242,A44380201
37.26955,127.043643,A44371902
37.265327,127.044055,A44371608
37.257339,127.038581,A44380407
37.267468,127.051098,A44372005
37.261836,127.04141,A44384808
37.265878,127.041976,A44371808
37.256964,127.044823,A44379404
37.267859,127.037094,A44370903
37.268214,127.043044,A44371303
37.25491,127.041107,A44379606
37.270962,127.04438,A44380103
37.257844,127.043211,A44379801
37.266955,127.042973,A44371607
37.266081,127.055953,A44375504
37.269121,127.05648,A44371204
37.273263,127.038058,A44380001
37.260501,127.0471,A44379303
37.269688,127.053469,A44370501
37.269915,127.051792,A44337202
37.26096,127.044746,A44379205
37.270963,127.056184,A44371706
37.255603,127.043734,A44379502
37.253363,127.041592,A44379709
37.243085,127.045029,A10025621
37.240291,127.052027,A10027563
37.24031,127.038975,A10023429
37.2367,127.053579,A44370614
37.240117,127.051035,A44377707
37.242612,127.065445,A44374510
37.240536,127.06619,A10027249
37.240235,127.064318,A10027247
37.242489,127.059562,A44370703
37.237505,127.046401,A44370706
37.243191,127.039917,A10023427
37.234465,127.055785,A10023632
37.240174,127.041406,A10023611
37.239966,127.060729,A44340013
37.236828,127.04716,A44374606
37.243023,127.042277,A10025715
37.240714,127.057214,A44370704
37.243416,127.04871,A10026799
37.240605,127.052578,A44376911
37.238452,127.061188,A44340001
37.242928,127.051885,A44376808
37.242228,127.056216,A44370701
37.244413,127.054417,A44370702
37.243936,127.056953,A44377009
37.239577,127.047932,A44340005
37.236696,127.056533,A44340012
37.241722,127.062537,A44340003
37.241868,127.050109,A44370705
37.234151,127.053241,A44340004
37.275241,127.067308,A44328001
37.279968,127.069493,A44328007
37.294027,127.065656,A44376001
37.277473,127.068019,A44328008
37.289263,127.063586,A44328005
37.29099,127.072908,A44328002
37.295396,127.083723,A44328006
37.293094,127.073703,A44328004
37.2852,127.064558,A10026256
37.280656,127.071375,A44328003
37.246004,127.043064,A44337001
37.246301,127.046001,A44373401
37.259975,126.958769,A10025769
37.264602,126.951181,A10026230
37.268875,126.941793,A44174610
37.267972,126.952462,A44188402
37.260341,126.952414,A44170805
37.26495,126.959429,A10028092
37.259879,126.96113,A44170808
37.262701,126.960472,A10026603
37.254129,126.959643,A10026336
37.270474,126.946298,A10026483
37.25761,126.961126,A10027150
37.267385,126.959071,A44170804
37.267818,126.953489,A44188401
37.25835,126.952905,A10025347
37.259862,126.96112,A10027696
37.260213,126.95468,A44170806
37.268891,126.957505,A44170803
37.24557,126.965902,A44135003
37.24303,126.964813,A10023582
37.23694,126.973232,A10026396
37.247737,126.962853,A10027422
37.240555,126.967738,A44175602
37.244216,126.96801,A44176506
37.241925,126.968699,A44135004
37.243589,126.961634,A44175707
37.245889,126.962349,A44184901
37.241024,126.963838,A44176609
37.246082,126.967152,A44176505
37.243757,127.037205,A10024000
37.237031,127.02782,A44171103
37.235893,127.027122,A44171101
37.240171,127.029888,A44171104
37.235469,127.028679,A44171102
37.239484,127.03361,A10023989
37.296745,126.959483,A44147001
37.298575,126.952811,A44147002
37.29748,126.957415,A10022596
37.300186,126.952958,A44147003
37.260468,127.017287,A44175501
37.262833,127.006531,A10027921
37.254825,127.012867,A44187701
37.24817,127.014458,A44175402
37.264339,127.009273,A10027961
37.258155,127.008663,A44175403
37.259811,127.009825,A44175503
37.260808,127.00662,A10027871
37.261178,127.017426,A44175502
37.263449,127.015678,A44174403
37.255542,127.015497,A44111001
37.275608,126.979441,A44185701
37.281133,126.979122,A44175302
37.282606,126.979626,A44175303
37.264985,126.99486,A10024203
37.27792,126.98087,A10023238
37.268123,126.995103,A44176304
37.286969,126.942726,A10023135
37.29282,126.937315,A44176201
37.291861,126.937977,A44175203
37.292957,126.939033,A44176104
37.289623,126.943097,A44175105
37.287836,126.940645,A10023200
37.29026,126.938552,A44176102
37.286242,126.944435,A10023223
37.27242,37.27242,A44174611
37.275588,126.940466,A10025992
37.275561,126.94269,A44174613
37.274662,126.947271,A44174608
37.277227,126.95427,A44174906
37.26961,126.952929,A44175005
37.275235,126.933698,A44170408
37.270554,126.951388,A10026885
37.271661,126.953784,A10027067
37.270883,126.95631,A44184101
37.280562,126.943823,A10022723
37.26975,126.956627,A44174704
37.277729,126.95293,A44174602
37.27871,126.952539,A44174607
37.27037,126.95469,A44184103
37.272807,126.946968,A44174609
37.269406,126.939901,A44174612
37.245647,127.026803,A44173911
37.253615,127.023084,A44171520
37.254026,127.021546,A44171501
37.245135,127.02937,A44173912
37.25106,127.028318,A44172115
37.253328,127.036692,A44172325
37.242667,127.025925,A44173910
37.249869,127.030254,A44171418
37.251208,127.026986,A44174003
37.247798,127.036569,A44174302
37.2525,127.021037,A44171822
37.250272,127.039575,A44173619
37.249872,127.036344,A44174207
37.254244,127.037903,A44171716
37.249425,127.037383,A44172306
37.257962,127.025978,A44182326
37.262193,127.025766,A10025605
37.254014,127.033672,A44172017
37.238956,127.024982,A10027295
37.252963,127.026398,A44173913
37.252212,127.02224,A44171821
37.247971,127.037557,A44173909
37.24894,127.028064,A44183728
37.25199,127.024131,A44171614
37.254503,127.024802,A44182405
37.242077,127.028043,A44173914
37.248536,127.032042,A44171927
37.246733,127.030091,A10026938
37.249038,127.038687,A44174010
37.2473,127.027544,A10026835
37.246453,127.020012,A10027421
37.246443,127.03751,A44173904
37.247375,127.03363,A44174308
37.250791,127.038417,A44174213
37.249483,127.025606,A44171223
37.250676,127.033022,A44183711
37.248156,127.035286,A44173512
37.284123,126.978479,A44173006
37.279203,126.977689,A44173101
37.283226,126.976103,A44173202
37.285628,126.977906,A44173303
37.275693,126.969439,A44173007
37.284756,126.975089,A44173405
37.277174,126.96984,A44173008
37.281567,126.976162,A44173004
37.248489,126.984172,A44172605
37.247657,126.978255,A44176406
37.253426,126.985288,A44180402
37.246193,126.979126,A44172708
37.253058,126.984864,A44172606
37.248295,126.98581,A44172603
37.251912,126.980307,A44172904
37.250736,126.977151,A44172807
37.262262,127.000548,A44176001
37.274298,126.97497,A44175801
37.267831,126.974202,A44175902
